,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수,target_3,Z,proba,정리
6322,(주)코퍼스코리아,322780,2021,0.2623266,0.560015896,0.063410024,0.87,2.04,-57.33633729,0,-5.882134506,0.278107023,0
6323,(주)쿠첸,225650,2016,0.071007807,0.354660468,0.018667077,26.88,-0.05,-56.69953613,0,-6.332363822,0.177467128,0
6353,(주)큐에스아이,66310,2012,0.439679748,0.099336855,0.062425105,51.99,-0.13,-46.73129007,0,-5.508656982,0.403519625,0
6354,(주)큐에스아이,66310,2013,0.47489692,0.109848813,0.096114839,50.55,-1.71,-54.03202811,0,-6.874776299,0.103246174,0
6355,(주)큐에스아이,66310,2014,0.493267473,0.14265413,0.047776355,52.51,-1.79,-49.56996008,0,-6.236637911,0.195260203,0
6356,(주)큐에스아이,66310,2015,0.525827577,0.067190749,0.087781918,52.59,-1.56,-55.09180039,0,-7.204113332,0.074296875,0
6357,(주)큐에스아이,66310,2016,0.545025575,0.037423132,0.047772581,53.77,-1.56,-47.91433157,0,-6.080338986,0.228218086,0
6358,(주)큐에스아이,66310,2017,0.562281913,0.047375466,0.104870072,46.72,-2.1,-53.66594798,0,-6.914870362,0.099192528,0
6359,(주)큐에스아이,66310,2018,0.558638947,0.068076818,0.219347641,38.3,-3.47,-53.9273414,0,-6.625872809,0.132386796,0
6360,(주)큐에스아이,66310,2019,0.530840546,0.035532734,0.067063492,43.61,-2.6,-54.60188154,0,-7.131605382,0.079879637,0
6361,(주)큐에스아이,66310,2020,0.416231526,0.144558287,0.046515672,28.26,0.21,-55.82580012,0,-6.713007818,0.121352967,0
6362,(주)큐에스아이,66310,2021,0.39896341,0.030022543,0.227365555,36.16,0.88,-56.7583795,0,-6.551176014,0.142639724,0
6363,(주)크레버스,96240,2012,0.377694587,0.303503805,0.051929085,16.71,-1.31,-58.06873822,0,-6.878653202,0.102847084,0
6364,(주)크레버스,96240,2013,0.355804168,0.627085735,0.005739923,16.51,0.27,-58.3096618,0,-6.673765919,0.12620363,0
6365,(주)크레버스,96240,2014,0.363458769,0.892691893,0.05200788,-16.09,0.02,-58.61566497,0,-5.946309168,0.260865314,0
6368,(주)크레버스,96240,2017,0.071383931,0.546651416,0.099203333,-4.66,0.26,-58.6578983,0,-5.826892492,0.293856069,0
6369,(주)크레버스,96240,2018,0.06363456,0.544233499,0.110229156,-12.08,0.16,-58.67573509,0,-5.681870357,0.339561038,0
6370,(주)크레버스,96240,2019,0.057065737,0.735692954,0.204977854,-11.59,0.6,-60.65952077,0,-5.640715015,0.353776872,0
6371,(주)크레버스,96240,2020,0.046909811,0.688899688,0.132529719,1.49,0.54,-61.07647589,0,-6.129168835,0.217365574,0
6372,(주)크레버스,96240,2021,0.0592445,0.510797501,0.15628559,1.16,0.39,-60.09889198,0,-6.032155955,0.239456572,0
6373,(주)크리스에프앤씨,110790,2019,0.590280758,0.271503306,0.003854263,45.97,0,-61.67439556,0,-8.325919933,0.024209943,0
6374,(주)크리스에프앤씨,110790,2020,0.630737734,0.241490019,0.080537716,42.13,0.09,-63.86429322,0,-8.531963565,0.019702881,0
6375,(주)크리스에프앤씨,110790,2021,0.605181797,0.23341689,0.011169365,32.88,0.06,-64.4974024,0,-8.644362945,0.017608582,0
6381,(주)크린앤사이언스,45520,2017,0.338850652,0.397956547,0.013695077,26.29,0.39,-51.06668039,0,-5.626273916,0.358904397,0
6382,(주)크린앤사이언스,45520,2018,0.342459859,0.536334135,0.026984744,29.62,0.54,-57.25377696,0,-6.661082013,0.127812521,0
6383,(주)크린앤사이언스,45520,2019,0.290949707,0.410914158,0.001267759,17.41,0.26,-59.20839088,0,-6.91329784,0.099348478,0
6384,(주)크린앤사이언스,45520,2020,0.323806622,0.452586007,0.051751291,18.53,0.57,-58.96412754,0,-6.754178404,0.116463945,0
6385,(주)크린앤사이언스,45520,2021,0.304270281,0.582178836,0.15175577,14.68,0.8,-56.03574824,0,-5.786639797,0.305888939,0
6386,(주)클라우드에어,36170,2012,0.078653409,0.789410506,0.049996201,14.89,2.03,-57.22227788,0,-5.723190533,0.32586103,0
6396,(주)클래시스,214150,2018,0.336561967,0.097306044,0.023777431,15.56,0.57,-57.9775823,0,-6.846953185,0.106156047,0
6397,(주)클래시스,214150,2019,0.510280933,0.028263334,0.069515487,28.3,0.15,-61.32351761,0,-7.850756246,0.038930571,0
6398,(주)클래시스,214150,2020,0.677697308,0.013817067,0.000523143,50.58,-0.02,-60.84162374,0,-8.54603352,0.019427657,0
6399,(주)클래시스,214150,2021,0.615230683,0.043261275,0.073938587,26.04,0.04,-60.37705118,0,-7.77490284,0.041997184,0
6400,(주)클리노믹스,352770,2021,-0.071334575,0.252089097,0.247807888,34.32,1.48,-66.3862535,0,-7.369241866,0.06299488,0
6401,(주)클리오,237880,2017,0.324232214,0.141756546,0.049158406,43.77,1.48,-59.7399288,0,-7.437002732,0.058870132,0
6402,(주)클리오,237880,2018,0.397195617,0.193424519,0.326708578,41.49,0.8,-55.21820584,0,-6.008303635,0.245222654,0
6403,(주)클리오,237880,2019,0.331695197,0.245281659,0.147282363,27.25,-0.22,-62.82507116,0,-7.55303913,0.052423867,0
6404,(주)클리오,237880,2020,0.395627139,0.202917686,0.010503354,30.12,-0.33,-58.92370614,0,-7.365693908,0.063218638,0
6405,(주)클리오,237880,2021,0.398445105,0.209766208,0.183398928,31.62,-0.69,-61.39003489,0,-7.424759173,0.05959491,0
6408,(주)키이스트,54780,2014,0.034311866,0.125319552,0.002982521,29.86,-0.45,-51.61982535,0,-5.636977457,0.355096903,0
6409,(주)키이스트,54780,2015,0.067416782,0.090794279,0.064273672,36.03,-0.02,-50.91429758,0,-5.489355321,0.411351527,0
6416,(주)타이거일렉,219130,2016,0.515374231,0.119980492,0.025321429,44.48,-0.37,-47.05074784,0,-5.646853331,0.351619541,0
6417,(주)타이거일렉,219130,2017,0.545620479,0.136239611,0.055675158,43.89,-0.31,-47.7817216,0,-5.718227814,0.327476897,0
6418,(주)타이거일렉,219130,2018,0.570911105,0.197653135,0.059532982,40,-0.3,-47.90325666,0,-5.661725787,0.346446773,0
6424,(주)탑엔지니어링,65130,2014,0.444289173,0.926713345,0.03683298,12.54,0.49,-54.51125331,0,-5.759166077,0.314382567,0
6425,(주)탑엔지니어링,65130,2015,0.431608468,0.853353242,0.103456551,10.74,0.23,-55.66140907,0,-5.819407329,0.296057346,0
6426,(주)탑엔지니어링,65130,2016,0.481333273,0.606707759,0.071414821,13.95,0.05,-58.31594904,0,-6.669405485,0.126754435,0
6427,(주)탑엔지니어링,65130,2017,0.257308032,1.728758468,0.032745263,15.17,0.15,-59.16189808,0,-5.899724791,0.273271067,0
6428,(주)탑엔지니어링,65130,2018,0.241831931,2.240603912,0.015687954,12.5,0.09,-80.38326894,0,-9.362655422,0.00858644,0
6429,(주)탑엔지니어링,65130,2019,0.284113576,1.386304702,0.013353999,21.71,0.07,-67.69508375,0,-7.85006929,0.038957314,0
6430,(주)탑엔지니어링,65130,2020,0.264758448,1.628176982,0.065596382,12.49,0.09,-57.98792708,0,-5.643044534,0.352956606,0
6432,(주)탑코미디어,134580,2014,0.458182723,0.520511926,0.183590586,65.71,-0.48,-55.40305429,0,-6.760965481,0.115677083,0
6433,(주)탑코미디어,134580,2015,0.586322979,0.24324684,0.120277528,70.93,-0.16,-58.0422253,0,-7.807056607,0.040668835,0
6434,(주)탑코미디어,134580,2016,0.501361632,0.216123697,0.000426605,59.91,-0.18,-46.04403608,0,-5.680720222,0.339950475,0
6440,(주)태광,23160,2012,0.767717701,0.119674109,0.02086976,56.6,-0.15,-59.18665911,0,-8.358377244,0.02343695,0
6441,(주)태광,23160,2013,0.79431654,0.098490703,0.07096577,55.29,-0.51,-58.45015892,0,-8.156700461,0.028672493,0
6442,(주)태광,23160,2014,0.811225288,0.181143098,0.098087807,56.78,-0.33,-57.8856117,0,-7.966634014,0.034672424,0
6443,(주)태광,23160,2015,0.822234495,0.205780206,0.01271435,58.9,-0.27,-64.76820298,0,-9.445785691,0.007901564,0
6444,(주)태광,23160,2016,0.84440063,0.179516125,0.140440969,59.47,-0.52,-64.96677319,0,-9.235624198,0.009749381,0
6445,(주)태광,23160,2017,0.847428471,0.109102012,0.181155682,54.32,-0.77,-62.21670151,0,-8.62559682,0.017942087,0
6446,(주)태광,23160,2018,0.847834528,0.106395743,0.027973879,55.51,-1.56,-63.43990447,0,-9.313150615,0.009022168,0
6447,(주)태광,23160,2019,0.824904577,0.165249723,0.199300147,53.11,-0.87,-63.66300159,0,-8.760946328,0.015671165,0
6448,(주)태광,23160,2020,0.842327174,0.18413715,0.282202076,50.45,-0.37,-65.2442966,0,-8.766385376,0.015586174,0
6449,(주)태광,23160,2021,0.794333176,0.181222502,0.122642427,40.74,0.16,-61.07509721,0,-8.158952018,0.028608027,0
6450,(주)태양,53620,2012,0.657365517,0.844076655,0.023413317,21.18,-0.39,-60.56953424,0,-7.430844648,0.059233562,0
6451,(주)태양,53620,2013,0.678982967,0.568844592,0.012080407,25.47,-0.28,-59.31888282,0,-7.502734682,0.055126986,0
6452,(주)태양,53620,2014,0.709935267,0.466646611,0.004751993,30.72,-0.25,-54.07396884,0,-6.769666215,0.114676123,0
6453,(주)태양,53620,2015,0.627290893,0.688837209,0.135574584,12.86,-0.19,-52.84341395,0,-5.671695034,0.343021907,0
6454,(주)태양,53620,2016,0.691344524,0.457328959,0.013930792,20.93,0.1,-59.53400857,0,-7.523387027,0.054000769,0
6455,(주)태양,53620,2017,0.737628181,0.367598862,0.02944723,27.33,0.11,-59.71803976,0,-7.740464161,0.043468065,0
6456,(주)태양,53620,2018,0.771275037,0.373555146,0.026002809,23.04,-0.05,-59.59970024,0,-7.713218139,0.044668142,0
6457,(주)태양,53620,2019,0.792108909,0.428878422,0.084972712,26.89,-0.18,-60.53648359,0,-7.797468809,0.041060474,0
6458,(주)태양,53620,2020,0.765034196,0.519288323,0.067198089,26.23,-0.24,-61.24730777,0,-7.868534616,0.038244828,0
6459,(주)태양,53620,2021,0.747590629,0.557090692,0.002659379,27,-0.12,-58.20512133,0,-7.439607417,0.058717083,0
6460,(주)태웅,44490,2012,0.563250523,0.585613221,0.15687898,36.65,-0.2,-60.20648314,0,-7.302920566,0.067311531,0
6461,(주)태웅,44490,2013,0.585183269,0.290323959,0.000329162,42.71,1.92,-58.51882799,0,-7.548414117,0.052666761,0
6462,(주)태웅,44490,2014,0.506183213,0.627193062,0.058627854,31.87,-0.87,-60.82073846,0,-7.53087396,0.053598194,0
6463,(주)태웅,44490,2015,0.457814195,0.957092502,0.069958149,23.02,-0.63,-59.22717158,0,-6.776220899,0.113927769,0
6464,(주)태웅,44490,2016,0.417241552,0.821689019,0.118741925,24.44,-0.55,-59.63660611,0,-6.776044418,0.113947854,0
6465,(주)태웅,44490,2017,0.401420502,0.963135511,0.023185825,29.93,0.85,-59.44845432,0,-6.849783651,0.105856319,0
6466,(주)태웅,44490,2018,0.359300366,2.035829629,0.115746721,22.57,0.77,-60.03494048,0,-5.858667114,0.284691851,0
6467,(주)태웅,44490,2019,0.344669597,2.389826696,0.084134737,26.41,1.11,-61.11959033,0,-5.919459738,0.267945253,0
6468,(주)태웅,44490,2020,0.302535931,1.069320111,0.389292807,29.62,0.86,-60.06116526,0,-5.829524692,0.293085862,0
6469,(주)태웅,44490,2021,0.326078593,1.185310561,0.064216398,28.76,0.93,-57.00039033,0,-6.035731542,0.238603942,0
6470,(주)태웅로직스,124560,2020,0.298386965,0.628155687,0.007984412,26.29,0.18,-63.2099782,0,-7.633328568,0.04838128,0
6471,(주)태웅로직스,124560,2021,0.300598301,1.209462139,0.075488657,23.97,0.1,-60.77886354,0,-6.622673956,0.132810397,0
6489,(주)테스,95610,2013,0.325457226,0.231591432,0.179661169,41.73,0.42,-54.25581692,0,-6.11647003,0.220137342,0
6490,(주)테스,95610,2014,0.389316842,0.142902969,0.105874522,41.43,-0.64,-61.17888244,0,-7.766551843,0.042349222,0
6491,(주)테스,95610,2015,0.4436559,0.163782084,0.154294598,46.01,-0.28,-56.51364363,0,-6.913198631,0.099358325,0
6492,(주)테스,95610,2016,0.446696745,0.070535521,0.049008429,49.74,-0.13,-60.81403936,0,-8.063161005,0.031483059,0
6493,(주)테스,95610,2017,0.54443221,0.070050008,0.063867435,49.71,-0.51,-58.89532545,0,-7.843355713,0.039219634,0
6494,(주)테스,95610,2018,0.662931152,0.122352058,0.022398796,59.18,-0.54,-62.72029298,0,-8.916343352,0.013415999,0
6495,(주)테스,95610,2019,0.653883389,0.0667374,0.136269096,61.18,-0.56,-61.55805932,0,-8.478456282,0.020785618,0
6496,(주)테스,95610,2020,0.67551206,0.065461821,0.02133213,52.31,-0.4,-62.33645381,0,-8.782831791,0.015331972,0
6497,(주)테스,95610,2021,0.740203891,0.071415852,0.006788488,49.63,-0.47,-64.96475697,0,-9.337854601,0.008802034,0
6508,(주)테크윙,89030,2012,0.273338912,0.617324396,0.060575118,16.09,1.39,-58.55535464,0,-6.380801143,0.169090147,0
6509,(주)테크윙,89030,2013,0.265581951,0.737682259,0.044718413,7.47,1.29,-57.78762438,0,-6.06363407,0.23205355,0
6510,(주)테크윙,89030,2014,0.263156074,0.752314223,0.01734212,-0.72,2.16,-59.81169703,0,-6.284423687,0.186165932,0
6511,(주)테크윙,89030,2015,0.277045678,0.733969333,0.09714626,10.03,1.19,-60.2320087,0,-6.437466175,0.159789946,0
6512,(주)테크윙,89030,2016,0.257901325,0.642056717,0.05478275,7.89,1.45,-58.766733,0,-6.259940436,0.190771332,0
6513,(주)테크윙,89030,2017,0.302225597,0.50179817,0.059392563,7.44,1.81,-59.73124623,0,-6.537545896,0.1445944,0
6514,(주)테크윙,89030,2018,0.353896945,0.997681426,0.10834753,8.02,1.92,-63.20297111,0,-6.7879658,0.112599023,0
6515,(주)테크윙,89030,2019,0.334661134,0.71036458,0.049270864,12.96,2.03,-63.6990768,0,-7.256349687,0.070518166,0
6516,(주)테크윙,89030,2020,0.367746852,0.437073061,0.034310309,12.9,1.14,-63.06034501,0,-7.468915004,0.057022166,0
6517,(주)테크윙,89030,2021,0.328316024,0.635206608,0.05745267,16.24,0.89,-62.82733845,0,-7.259968937,0.070263583,0
6518,(주)텔레칩스,54450,2012,0.707590596,0.503222318,0.020477908,47.02,-2.92,-56.07303264,0,-7.530280051,0.053630019,0
6519,(주)텔레칩스,54450,2013,0.656554439,0.555833244,0.271702855,55.36,-2.17,-49.52597826,0,-5.695101702,0.335112739,0
6520,(주)텔레칩스,54450,2014,0.626497821,0.501634137,0.093168775,53.55,-1.74,-58.41135402,0,-7.671753049,0.046558367,0
6521,(주)텔레칩스,54450,2015,0.610270844,0.279182197,0.054137335,44.19,-1.14,-57.78745799,0,-7.583092557,0.050872579,0
6522,(주)텔레칩스,54450,2016,0.622069388,0.293203225,0.023561454,38.12,-0.64,-59.18924071,0,-7.782574314,0.04167637,0
6523,(주)텔레칩스,54450,2017,0.583430089,0.329866971,0.083616621,41.81,-0.48,-58.22187455,0,-7.428397993,0.059378577,0
6524,(주)텔레칩스,54450,2018,0.574629895,0.352464105,0.075234538,36.79,-0.55,-59.33645789,0,-7.547779494,0.052700178,0
6525,(주)텔레칩스,54450,2019,0.543084628,0.370320565,0.124784411,32.07,-0.58,-59.40650514,0,-7.307678206,0.066992261,0
6526,(주)텔레칩스,54450,2020,0.44595148,0.41912133,0.059152916,33.06,-0.46,-51.0085907,0,-5.807847452,0.299489281,0
6527,(주)텔레칩스,54450,2021,0.397796959,0.429705424,0.041814503,22.97,0.56,-60.58566115,0,-7.25790827,0.07040842,0
6538,(주)텔콘알에프제약,200230,2015,0.574831274,0.067930613,0.067231896,77.9,-2.4,-46.10101443,0,-6.179155684,0.206789165,0
6549,(주)토비스,51360,2012,0.226747588,1.114775703,0.019264429,15.32,0.31,-58.03151422,0,-6.076461605,0.229102661,0
6550,(주)토비스,51360,2013,0.245528275,0.695320127,0.007206608,19.56,0.2,-59.56135536,0,-6.755095442,0.116357317,0
6551,(주)토비스,51360,2014,0.312344755,0.452991365,0.033340935,26.41,0.05,-63.23508228,0,-7.7183241,0.044440751,0
6552,(주)토비스,51360,2015,0.423750667,0.587196255,0.02702072,23.09,0.15,-61.14604917,0,-7.362742019,0.06340541,0
6553,(주)토비스,51360,2016,0.38178014,0.943913511,0.021405907,18.42,0.08,-61.57647173,0,-7.096613938,0.082721866,0
6554,(주)토비스,51360,2017,0.456515485,0.748698158,0.054207049,25.54,0.13,-61.9025828,0,-7.411142915,0.060411426,0
6555,(주)토비스,51360,2018,0.46842849,1.034048463,0.015258764,25.36,0.24,-61.09901796,0,-7.18503977,0.075726498,0
6556,(주)토비스,51360,2019,0.555753937,0.552984115,0.013552743,34.4,0.26,-61.18796557,0,-7.779081253,0.041822142,0
6557,(주)토비스,51360,2020,0.517887012,0.752702114,0.139841834,27.64,0.42,-55.04948602,0,-6.057326242,0.233518501,0
6558,(주)토비스,51360,2021,0.399951779,1.188355688,0.026249748,15.07,0.43,-61.23255786,0,-6.808357547,0.110328692,0
6569,(주)톱텍,108230,2012,0.334288945,0.232390133,0.004328479,25.47,-0.52,-53.54335372,0,-6.252585802,0.192176851,0
6570,(주)톱텍,108230,2013,0.290169189,0.51288823,0.042850097,33.15,0.23,-61.787971,0,-7.460026859,0.057530954,0
6571,(주)톱텍,108230,2014,0.333406284,0.490769638,0.014728739,19.3,0.6,-58.84308625,0,-6.824016896,0.108616336,0
6572,(주)톱텍,108230,2015,0.388151067,0.125458061,0.045733321,36.12,0.29,-61.8860219,0,-7.897437915,0.037155653,0
6573,(주)톱텍,108230,2016,0.213934745,0.338676284,0.094378881,22.74,-0.13,-64.70672029,0,-7.724016835,0.044188592,0
6574,(주)톱텍,108230,2017,0.550023698,0.114534015,0.021515426,54.22,-0.09,-62.26517023,0,-8.573881919,0.018894192,0
6575,(주)톱텍,108230,2018,0.669260908,0.173427608,0.146548486,61.4,-1.02,-60.14401428,0,-8.189616469,0.027744331,0
6576,(주)톱텍,108230,2019,0.579407154,0.296924946,0.101268246,37.26,0.27,-62.31452625,0,-8.003676458,0.03341199,0
6577,(주)톱텍,108230,2020,0.568865169,0.138794003,0.084263382,41.51,0.1,-65.55328682,0,-8.797426196,0.01510987,0
6579,(주)투비소프트,79970,2012,0.429427727,0.245851382,0.017386778,50.22,-0.51,-46.59790658,0,-5.490198578,0.411006223,0
6580,(주)투비소프트,79970,2013,0.408126627,0.274136348,0.119583519,60.16,-0.26,-53.28524688,0,-6.526938829,0.146134032,0
6581,(주)투비소프트,79970,2014,0.472569223,0.158171229,0.019739765,37.3,-0.33,-52.5709909,0,-6.450728042,0.157688142,0
6583,(주)투비소프트,79970,2016,0.210611218,0.421894327,0.022076464,-3.24,0.81,-55.5938562,0,-5.721247156,0.326492846,0
6602,(주)특수건설,26150,2012,0.295082416,1.608762876,0.049151748,15.93,0.79,-58.75000602,0,-5.876294336,0.279731411,0
6608,(주)특수건설,26150,2018,0.200880271,0.755354581,0.020166379,40.5,0.35,-53.48802901,0,-5.857253666,0.285093385,0
6610,(주)특수건설,26150,2020,0.186210033,0.754041844,0.117108102,27,0.47,-56.50380044,0,-5.909523921,0.270613537,0
6611,(주)특수건설,26150,2021,0.142202216,0.36963021,0.011559847,25.1,0.3,-51.95264021,0,-5.529413354,0.395263111,0
6617,(주)티비씨,33830,2012,0.447331503,0.086895425,0.117742634,65.52,-5.95,-56.88687372,0,-7.878286734,0.037873813,0
6618,(주)티비씨,33830,2013,0.467224287,0.083475836,0.100361205,65.69,-6.3,-55.32171787,0,-7.700016115,0.045261493,0
6619,(주)티비씨,33830,2014,0.473572634,0.091478102,0.123293503,68.04,-5.41,-58.49316947,0,-8.184264592,0.027893171,0
6620,(주)티비씨,33830,2015,0.479670665,0.111188707,0.017215805,62.44,-3.82,-58.37188918,0,-8.212209817,0.027124689,0
6621,(주)티비씨,33830,2016,0.48692426,0.110721649,0.005640405,63.15,-3.29,-57.11191804,0,-7.995746824,0.033677899,0
6622,(주)티비씨,33830,2017,0.491281764,0.155782946,0.104662181,65.29,-2.95,-57.7716608,0,-7.849919618,0.038963143,0
6623,(주)티비씨,33830,2018,0.500963408,0.177478261,0.067718979,65.9,-3.57,-58.49671024,0,-8.129887563,0.029451456,0
6624,(주)티비씨,33830,2019,0.513880787,0.091363636,0.077372618,65.55,-3.07,-57.4372089,0,-7.944407309,0.03545143,0
6625,(주)티비씨,33830,2020,0.543732497,0.057889908,0.073246061,61.86,-3.64,-57.7552331,0,-8.05888605,0.031617893,0
6626,(주)티비씨,33830,2021,0.540804829,0.069598566,0.095861634,55.41,-3.1,-61.40476329,0,-8.500389793,0.020334772,0
6633,(주)티사이언티픽,57680,2018,-0.276521986,0.664783865,0.182585347,9.71,-128.09,-44.26080502,0,-12.62459028,0.00032901,0
6640,(주)티씨케이,64760,2012,0.756639679,0.107126531,0.096535617,30.03,-0.44,-55.3893,0,-7.074624202,0.08455949,0
6641,(주)티씨케이,64760,2013,0.782918911,0.069586076,0.251454815,36.42,-0.72,-56.2791399,0,-7.028880927,0.088513847,0
6642,(주)티씨케이,64760,2014,0.770636359,0.089008274,0.15724995,46.48,-1.15,-57.99919595,0,-7.740379307,0.043471752,0
6643,(주)티씨케이,64760,2015,0.792464508,0.030066972,0.161908606,46.77,-1.01,-60.06343556,0,-8.16099131,0.028549762,0
6644,(주)티씨케이,64760,2016,0.774587173,0.046448606,0.023701186,37.53,-0.8,-60.58397352,0,-8.402659289,0.022421985,0
6645,(주)티씨케이,64760,2017,0.789995971,0.025964015,0.017872765,46.24,-0.58,-61.39500887,0,-8.720134257,0.016323862,0
6646,(주)티씨케이,64760,2018,0.803364201,0.063605911,0.042470341,53.51,-0.77,-62.22800258,0,-8.933119489,0.013192837,0
6647,(주)티씨케이,64760,2019,0.830517798,0.039527803,0.061915404,49.93,-0.92,-65.43032572,0,-9.46577206,0.007745221,0
6648,(주)티씨케이,64760,2020,0.837253993,0.02605413,0.023530958,52.23,-0.61,-64.2640114,0,-9.383841133,0.008406458,0
6649,(주)티씨케이,64760,2021,0.840138463,0.028951326,0.011969701,58.03,-0.58,-65.11480564,0,-9.658631085,0.006386782,0
