848,시간,회사명,종목코드,공시제목,제출인
516,2015-11-16 17:54,바른손,018700,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
515,2015-11-16 15:58,스포츠서울,039670,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
514,2015-11-13 17:24,한국특강,007280,관리종목지정,유가증권시장본부
513,2015-10-30 17:53,유니켐,011330,관리종목지정해제,유가증권시장본부
512,2015-10-20 17:48,동부건설,005960,관리종목지정사유변경,유가증권시장본부
511,2015-09-30 11:24,유니켐,011330,관리종목지정사유변경,유가증권시장본부
510,2015-09-16 18:24,코데즈컴바인,047770,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
509,2015-09-16 17:51,우전,052270,관리종목지정사유일부해제(상장폐지 사유 해소 ),코스닥시장본부
508,2015-09-16 17:50,휴먼엔,032860,관리종목지정사유일부해제(상장폐지 사유 해소 ),코스닥시장본부
507,2015-09-14 17:58,코데즈컴바인,047770,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
506,2015-09-07 11:55,THE E&M,089230,관리종목지정사유추가및일부해제,코스닥시장본부
505,2015-08-31 18:31,THE E&M,089230,관리종목지정(반기보고서 미제출),코스닥시장본부
504,2015-08-28 14:13,GT&T,053870,관리종목지정사유추가및일부해제(상장폐지사유 발생 등),코스닥시장본부
503,2015-08-27 18:34,KX하이텍,052900,관리종목지정(불성실공시),코스닥시장본부
502,2015-08-27 18:18,KCW,068060,관리종목지정(상장폐지사유 발생),코스닥시장본부
501,2015-08-27 18:08,현진소재,053660,관리종목지정사유추가(반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출),코스닥시장본부
500,2015-08-27 17:46,승화프리텍,111610,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
499,2015-08-26 18:29,부방,014470,관리종목 해제,코스닥시장본부
498,2015-08-26 13:32,코데즈컴바인,047770,[정정]관리종목지정사유일부해제(반기보고서 미제출 사유 해소 ),코스닥시장본부
497,2015-08-26 11:52,코데즈컴바인,047770,관리종목지정사유일부해제(반기보고서 미제출 사유 해소 )[정],코스닥시장본부
496,2015-08-24 18:38,브이티지엠피,018290,관리종목지정사유추가및일부해제,코스닥시장본부
495,2015-08-20 18:08,피앤텔,054340,관리종목지정사유일부해제,코스닥시장본부
494,2015-08-18 17:03,삼부토건,001470,관리종목지정사유변경,유가증권시장본부
493,2015-08-17 21:49,미래SCI,028040,관리종목지정사유추가(자본잠식률 50% 이상),코스닥시장본부
492,2015-08-17 21:36,아이디에스,078780,관리종목지정사유추가(상장폐지 사유발생 등),코스닥시장본부
491,2015-08-17 21:28,GT&T,053870,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
490,2015-08-17 21:28,코데즈컴바인,047770,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
489,2015-08-17 21:25,시너지이노베이션,048870,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
488,2015-08-17 21:10,승화프리텍,111610,관리종목지정사유일부해제,코스닥시장본부
487,2015-08-17 21:02,오리엔탈정공,014940,관리종목지정사유일부해제,코스닥시장본부
486,2015-08-17 21:02,아이팩토리,053810,관리종목지정사유추가,코스닥시장본부
485,2015-08-17 21:01,대한그린파워,060900,관리종목지정사유일부해제,코스닥시장본부
484,2015-08-17 20:47,휴먼엔,032860,관리종목지정사유일부해제,코스닥시장본부
483,2015-08-17 19:47,삼부토건,001470,관리종목지정(반기검토의견 의견거절),유가증권시장본부
482,2015-08-17 19:40,부방,014470,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
481,2015-08-17 19:36,현진소재,053660,관리종목지정(반기보고서 미제출),코스닥시장본부
480,2015-08-17 19:36,브이티지엠피,018290,관리종목지정(반기보고서 미제출),코스닥시장본부
479,2015-08-07 10:38,승화프리텍,111610,관리종목지정사유일부해제,코스닥시장본부
478,2015-07-30 16:23,팬오션,028670,관리종목지정해제,유가증권시장본부
477,2015-07-03 18:12,와이즈파워,040670,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
476,2015-06-30 19:26,TIGER 가치주,097710,ETF 관리종목 지정,유가증권시장본부
475,2015-06-30 19:26,TIGER 미드캡,097720,ETF 관리종목 지정,유가증권시장본부
474,2015-06-30 19:26,KINDEX 선진국하이일드(합성 H),181450,ETF 관리종목 지정,유가증권시장본부
473,2015-06-30 19:26,GREAT SRI,120210,ETF 관리종목 지정,유가증권시장본부
472,2015-06-30 19:25,ARIRANG 코스피50,122090,ETF 관리종목지정 해제,유가증권시장본부
471,2015-06-30 18:18,쌍용씨앤이,003410,관리종목지정해제(쌍용양회공업3우선주(신형)),유가증권시장본부
470,2015-06-30 18:16,녹십자홀딩스,005250,관리종목지정해제(녹십자홀딩스2우선주(신형)),유가증권시장본부
469,2015-06-30 18:16,녹십자홀딩스,005250,관리종목지정해제(녹십자홀딩스1우선주),유가증권시장본부
468,2015-06-29 18:14,대한그린파워,060900,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
467,2015-06-22 18:28,메이슨캐피탈,021880,관리종목지정사유추가및일부해제,코스닥시장본부
466,2015-06-19 18:42,바른손,018700,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
465,2015-06-19 15:29,이코리아리츠,138440,관리종목지정사유변경,유가증권시장본부
464,2015-06-18 18:41,아센디오,012170,관리종목지정,유가증권시장본부
463,2015-06-18 18:30,스포츠서울,039670,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
462,2015-06-17 18:09,시너지이노베이션,048870,관리종목지정(회생절차 개시신청),코스닥시장본부
461,2015-06-16 19:09,글로본,019660,관리종목 해제,코스닥시장본부
460,2015-06-12 18:17,MIT,038340,관리종목지정(불성실공시),코스닥시장본부
459,2015-06-09 18:24,디아이디,074130,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
458,2015-06-09 17:39,대한그린파워,060900,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
457,2015-05-28 18:00,디아이디,074130,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
456,2015-05-18 18:10,디아이디,074130,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
455,2015-05-15 16:23,디아이디,074130,관리종목지정사유추가(파산신청),코스닥시장본부
454,2015-05-07 18:25,디아이디,074130,관리종목지정(회생절차 개시신청 ),코스닥시장본부
453,2015-05-07 18:14,티에스엠텍,066350,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
452,2015-04-17 18:18,제이준코스메틱,025620,관리종목지정해제,유가증권시장본부
451,2015-04-15 18:46,신라섬유,001000,관리종목지정(주식분산기준미달),코스닥시장본부
450,2015-04-10 19:29,휴먼엔,032860,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
449,2015-04-10 19:28,우전,052270,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
448,2015-04-10 19:10,코데즈컴바인,047770,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
447,2015-04-10 19:04,와이즈파워,040670,관리종목지정사유일부해제(사업보고서 미제출 사유 해소 ),코스닥시장본부
446,2015-04-10 19:04,대한그린파워,060900,관리종목지정사유일부해제(사업보고서 미제출 사유 해소 ),코스닥시장본부
445,2015-04-09 18:15,승화프리텍,111610,관리종목지정사유추가및일부해제,코스닥시장본부
444,2015-04-03 18:42,와이즈파워,040670,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
443,2015-03-31 21:52,해피드림,065180,관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인 ),코스닥시장본부
442,2015-03-31 21:50,우전,052270,관리종목지정(정기주주총회 미개최 또는 재무제표 미승인),코스닥시장본부
441,2015-03-31 21:50,영진코퍼레이션,053330,관리종목지정사유추가,코스닥시장본부
440,2015-03-31 21:49,와이즈파워,040670,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
439,2015-03-31 21:48,승화프리텍,111610,관리종목지정사유추가,코스닥시장본부
438,2015-03-31 21:46,대한그린파워,060900,관리종목지정(상장폐지사유 발생 등),코스닥시장본부
437,2015-03-31 21:44,휴먼엔,032860,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
436,2015-03-31 21:44,울트라건설,004320,관리종목지정사유추가(상장폐지사유 발생 등),코스닥시장본부
435,2015-03-31 21:15,태창파로스,039850,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
434,2015-03-31 21:14,씨앤케이인터,039530,관리종목지정( 상장폐지사유 발생),코스닥시장본부
433,2015-03-31 21:12,에이스하이텍,071930,관리종목지정(상장폐지사유 발생 등 2건),코스닥시장본부
432,2015-03-31 18:53,넥솔론,110570,관리종목지정사유변경,유가증권시장본부
431,2015-03-31 18:53,동부건설,005960,관리종목지정사유변경,유가증권시장본부
430,2015-03-31 14:31,피앤텔,054340,관리종목지정사유추가및일부해제,코스닥시장본부
429,2015-03-30 20:27,영진코퍼레이션,053330,관리종목지정사유추가,코스닥시장본부
428,2015-03-30 20:22,잘만테크,090120,관리종목지정사유추가,코스닥시장본부
427,2015-03-30 18:10,경남기업,000800,관리종목지정사유변경,유가증권시장본부
426,2015-03-27 18:19,골드앤에스,035290,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 ),코스닥시장본부
425,2015-03-27 18:19,경남기업,000800,관리종목지정,유가증권시장본부
424,2015-03-27 17:23,동양,001520,관리종목지정사유변경,유가증권시장본부
423,2015-03-26 18:29,코데즈컴바인,047770,관리종목지정사유추가,코스닥시장본부
422,2015-03-26 15:46,제이준코스메틱,025620,관리종목지정사유변경,유가증권시장본부
421,2015-03-24 18:11,아남전자,008700,관리종목지정사유변경(아남전자1우선주),유가증권시장본부
420,2015-03-23 19:59,제이웨이,058420,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
419,2015-03-23 19:58,해피드림,065180,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
418,2015-03-23 19:56,와이오엠,066430,관리종목 해제,코스닥시장본부
417,2015-03-23 19:56,아이팩토리,053810,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
416,2015-03-23 19:55,상지카일룸,042940,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
415,2015-03-23 19:43,GT&T,053870,관리종목지정(자본잠식률 50% 이상 등 ),코스닥시장본부
414,2015-03-23 19:39,에스제이케이,080440,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
413,2015-03-23 19:38,태창파로스,039850,관리종목지정사유추가(자본잠식률 50% 이상 등 1건),코스닥시장본부
412,2015-03-23 19:38,엘아이에스,138690,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
411,2015-03-23 19:25,현대페인트,011720,관리종목지정해제,유가증권시장본부
410,2015-03-23 19:07,대양금속,009190,관리종목지정,유가증권시장본부
409,2015-03-23 17:42,비케이탑스,030790,관리종목지정해제,유가증권시장본부
408,2015-03-20 18:54,미래SCI,028040,관리종목지정(최근 4사업연도 연속 영업손실 발생 등 2건),코스닥시장본부
407,2015-03-20 18:53,케이피엠테크,042040,관리종목 해제,코스닥시장본부
406,2015-03-20 18:53,아이디에스,078780,관리종목지정(자본잠식률 50% 이상 등 2건),코스닥시장본부
405,2015-03-20 18:51,대한전선,001440,관리종목지정,유가증권시장본부
404,2015-03-20 18:51,티이씨코,008900,관리종목지정해제,유가증권시장본부
403,2015-03-19 20:13,코세스,089890,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
402,2015-03-19 20:13,한프,066110,관리종목지정(최근 4사업연도 영업손실 발생 등),코스닥시장본부
401,2015-03-19 20:05,유니슨,018000,관리종목 해제,코스닥시장본부
400,2015-03-19 19:06,STX,011810,관리종목지정해제,유가증권시장본부
